district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,num_top_schools,percent_top_schools,avg_school_rating,best_rating,percent_students_in_top_schools,total_students,median_sale_price,median_sale_price_per_sqft,total_sales
3404410,Eatontown Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.33,7,0.0,821,257500,176.69753086419752,436
3404440,Edgewater School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,250,558000,373.9406779661017,641
3404470,Edgewater Park Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,509,135000,81.83538315988648,248
3404500,Edison Township Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",6,0.75,9.0,10,0.802607076350093,5370,315000,215.17996870109548,2577
3404590,Elizabeth Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,0.04,3.08,9,0.0534747896908321,18663,196000,100.0,64
3404620,Elk Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,6.0,6,0.0,359,169900,112.5,108
3404680,Elsinboro Township School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,137,60000,55.80357142857143,39
3404710,Emerson School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,333,450000,123.07692307692308,228
3404740,Englewood Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,2.0,2,0.0,569,337000,253.86847195357834,675
3404770,Englewood Cliffs Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,314,1162000,NA,185
3404830,Essex Fells School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,205,755000,219.36864633493846,62
3404890,Evesham Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,0.142857142857143,7.0,9,0.135016835016835,2970,233000,125.40365984930033,1796
3404950,Fair Haven School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,608,625000,322.98739088263824,291
3404980,Fair Lawn Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",3,0.6,8.6,10,0.649141630901288,1864,371000,219.95708154506437,985
3405010,Fairfield Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,294,425000,194.1747572815534,73
3405070,Fairview Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.0,3,0.0,592,350000,184.0909090909091,193
3405130,Farmingdale Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,148,250000,157.77777777777777,32
3405190,Flemington-Raritan Regional School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,0.2,8.2,9,0.311688311688312,2541,401500,176.5536723163842,54
3405220,Florence Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,690,175000,114.78873239436619,487
3405250,Florham Park Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,320,430000,NA,7
3405340,Frankford Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,536,250000,116.27906976744185,6
3405370,Franklin Lakes Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",3,1.0,9.67,10,1.0,807,950000,292.39766081871346,326
3405400,Franklin Borough School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.0,3,0.0,456,132000,114.54545454545455,11
3405460,Franklin Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,291,335000,229.3510324483776,10
3405520,Franklin Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,7.0,7,0.0,253,220000,120.85714285714286,2
3405550,Fredon Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,276,330000,NA,7
3405580,Freehold Borough Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,557,205000,149.06832298136646,307
3405640,Freehold Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",2,0.4,7.6,9,0.407466880770775,2491,305000,173.4735139506672,1281
3405670,Frelinghuysen Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,6.0,6,0.0,155,240000,113.0876747141042,2
3405700,Frenchtown School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,139,300000,152.27272727272728,15
3405790,Garwood Boro School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,383,434000,197.27272727272728,8
3405850,Gibbsboro Elementary School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,7.0,7,0.0,261,177000,117.96475270039795,69
3405880,Glassboro Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,462,178000,104.16666666666667,686
3406000,Gloucester City Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,375,64000,45.248868778280546,391
3406090,Green Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,480,505000,NA,8
3406120,Green Brook Township Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,480,250000,240.6060606060606,13
3406180,Greenwich Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,260,147000,97.43171626579698,169
3406210,Greenwich Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,7.0,7,0.0,313,240000,127.74053270520022,7
3406240,Guttenberg School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,1022,245000,222.95081967213116,493
3406420,Hainesport Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,7.0,7,0.0,669,272500,138.18722139673105,202
3406450,Haledon Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,1018,249900,139.3041237113402,181
3406480,Hamburg School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,284,140900,105.38519072550486,9
3406630,Hampton Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,332,195000,NA,7
3406720,Harding Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,321,945000,NA,1
3406780,Hardyston Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,418,249900,122.91666666666667,30
3406810,Harmony Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,3.0,3,0.0,262,54000,NA,4
3406840,Harrington Park School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,639,599000,184.375,175
3406870,Harrison Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,294,358000,269.38775510204084,163
3406900,Harrison Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,8.0,8,0.0,637,337000,130.78034682080926,452
3406960,Haworth Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,436,590000,NA,127
3407110,High Bridge Borough School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,257,89900,159.19428200129954,2
3407170,Highland Park Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,448,242000,180.8176100628931,303
3407200,Highlands Elementary School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.0,3,0.0,174,195000,163.62530413625305,294
3407320,Ho-Ho-Kus School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,660,785000,229.16666666666666,160
3407380,Holland Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,600,365000,165.61514195583595,10
3407410,Holmdel Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,711,585000,214.50459652706843,587
3407440,Hopatcong Borough School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,256,208000,NA,19
3407560,Howell Township Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.67,7,0.0,4022,279000,160.8695652173913,2024
3407710,Island Heights Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,108,260000,187.5,65
3407740,Jackson Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.17,7,0.0,3835,285000,153.5229709035222,2407
3407770,Jamesburg Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.0,3,0.0,486,227000,155.46875,168
3407830,Jersey City Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.0416666666666667,3.21,9,0.0193508465995387,17777,344000,494.8453608247423,5818
3407860,Keansburg School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.0,3,0.0,209,115000,76.96390658174097,322
3407920,Kenilworth School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.0,3,0.0,704,355500,320.05,8
3407950,Keyport Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,661,215000,137.7688172043011,208
3408040,Kinnelon Board of Education School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,532,556000,171.60278745644598,219
3408070,Knowlton Township Board of Education School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,8.0,8,0.0,241,224500,143.93939393939394,5
3408130,Lafayette Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,251,245000,NA,6
3408160,Lakehurst Elementary School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,1.0,1,0.0,403,155000,122.3076923076923,60
3408280,Laurel Springs School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,190,147000,75.0,69
3408310,Lavallette Borough Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,137,650000,395.0,197
3408340,Lawnside School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,6.0,6,0.0,278,85000,58.104226508001645,78
3408460,Lebanon Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,343,400000,133.33333333333334,1
3408520,Leonia Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,634,470000,257.6235541535226,248
3408580,Lincoln Park School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,558,285000,210.96491228070175,196
3408610,Linden City Board of Education School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.38,6,0.0,2967,235000,155.60165975103735,83
3408700,Little Egg Harbor Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,1362,165000,114.28571428571429,1285
3408730,Little Falls Township Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,200,280000,224.79892761394103,331
3408760,Little Ferry Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,782,245000,166.1290322580645,202
3408790,Little Silver Boro School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,477,527000,248.64376130198914,291
3408850,Lodi Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,7,0.0,1643,300000,158.9242053789731,440
3408880,Logan Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,1.0,9.0,9,1.0,343,202000,120.89241034195163,201
3408910,Long Beach Island Consolidated School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,124,690000,442.3076923076923,1360
3409000,Lopatcong Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,6.0,6,0.0,455,184900,120.8133971291866,22
3409030,Lower Alloways Creek School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,193,190000,123.2741617357002,35
3409120,Pennsville Public School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,8.0,8,0.0,264,110000,76.7428236672525,427
3409180,Lumberton Township Board of Education School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,343,215500,121.42857142857143,362
3409240,Madison School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,0.333333333333333,8.0,10,0.297587131367292,1119,641500,305.70652173913044,12
3409300,Magnolia School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,398,130000,100.3440366972477,148
3409390,Manalapan-Englishtown Regional School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",3,0.6,8.4,9,0.639297239153819,2789,370000,179.48096046568034,1662
3409420,Manasquan School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,653,525000,341.091492776886,278
3409480,Mannington Township School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,7.0,7,0.0,175,150000,83.33333333333333,33
3409510,Mansfield Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,1.0,9.0,9,1.0,460,240000,132.63888888888889,425
3409540,Mansfield Township Elementary School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,7.0,7,0.0,707,319900,165.77777777777777,4
3409600,Mantua Township Board of Education School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,576,172000,114.0495867768595,581
3409630,Manville Board of Education School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,3.0,3,0.0,215,212000,131.15802943058222,27
3409660,Maple Shade School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,3.0,3,0.0,690,137500,101.38740661686232,551
3409720,Marlboro Township Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.2,8.0,10,0.194019471488178,2876,417000,185.18287037037038,1377
3409810,Maywood Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,522,365000,NA,266
3409840,Medford Lakes School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,342,245000,136.6630076838639,197
3409900,Mendham Borough School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,301,240000,NA,2
3409930,Mendham Township Board of Education School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,342,605500,NA,4
3409960,Merchantville School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,380,172850,91.32420091324201,150
3409990,Metuchen Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,672,390000,240.2745995423341,526
3410140,Midland Park Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,307,424900,254.14364640883977,209
3410170,Milford Boro School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,101,208000,152.046783625731,4
3410200,Millburn Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",4,0.8,9.4,10,0.854910714285714,2240,926000,232.17391304347825,45
3410230,Millstone Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,419,552500,169.8031581224313,348
3410290,Milltown Borough Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,385,295000,182.11920529801324,212
3410350,Mine Hill Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,383,257000,NA,8
3410380,Monmouth Beach Elementary School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,285,422500,287.7906976744186,233
3410500,Monroe Township Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.333333333333333,8.33,9,0.258333333333333,1320,313000,166.66666666666666,2746
3410530,Montague Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,250,59000,NA,4
3410560,Montclair Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,0.166666666666667,7.33,9,0.205401293267402,2629,629000,277.5,1063
3410590,Montgomery Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",2,1.0,9.5,10,1.0,1441,580000,224.57067371202115,709
3410620,Montvale Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,551,599517,304.5784712799638,351
3410680,Moonachie School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,282,340000,NA,35
3410770,Morris Plains School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,422,163000,196.25,14
3410810,Morris School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.75,8,0.0,1309,435000,255.88235294117646,53
3410860,Mount Arlington Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,232,210000,NA,5
3410890,Mt. Ephraim School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.0,5,0.0,255,123000,97.1943887775551,159
3410920,Mount Holly Township Public School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,4.0,4,0.0,314,129900,83.19280494659921,329
3410950,Mount Laurel Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,0.142857142857143,7.86,10,0.141712877387554,3246,204000,127.17480163500842,2222
3411010,Mountain Lakes Board of Education School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,456,700000,NA,20
3411040,Mountainside School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,506,560000,227.37210319195452,5
3411100,National Park Boro School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,2.0,2,0.0,269,123000,97.15796430931924,105
3411130,Neptune City School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,396,229500,161.20507399577167,210
3411190,Netcong Elementary School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,303,225000,160.71428571428572,3
3411250,New Hanover Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,6.0,6,0.0,194,275000,156.8,58
3411340,The Newark Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,2.26,7,0.0,19664,163000,108.09294871794872,887
3411400,Newton Public School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,556,216500,101.64141414141415,11
3411490,North Brunswick Township Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,6,0.0,2994,265000,169.46064139941691,1029
3411520,North Caldwell Board of Education School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,10.0,10,1.0,273,630000,289.9591211037302,173
3411550,North Haledon School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,394,399000,220.09321595028482,276
3411580,North Hanover Township School District,"Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,5.5,7,0.0,686,305000,137.01923076923077,107
3411820,Northvale Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,8.0,8,0.0,474,439000,286.1231569817866,175
3411850,Norwood Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,589,519000,230.55485178616672,190
3411910,Oakland Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",2,0.666666666666667,8.67,10,0.720542231491137,959,425000,238.35716905023835,448
3412030,Ocean Gate School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,4.0,4,0.0,136,173000,141.66666666666666,106
3412090,Ocean Township School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,208,225000,142.57620452310718,457
3412120,Oceanport School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,7.0,7,0.0,317,392500,236.43825838686652,336
3412150,Ogdensburg Borough School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,5.0,5,0.0,289,290000,NA,3
3412180,Old Tappan Public School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,353,720000,238.97058823529412,224
3412210,Oldmans Township School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0,7.0,7,0.0,254,126000,79.72270363951473,37
3412240,Oradell School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1.0,9.0,9,1.0,769,556000,251.34408602150538,236
3412300,Oxford Township School District,"Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0.0,4.0,4,0.0,303,152000,112.5925925925926,4
3412360,Palisades Park Board of Education School District,"New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0.0,6.0,6,0.0,692,590000,258.45864661654133,482
3412480,Parsippany-Troy Hills Township School District,"Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",5,0.5,8.1,10,0.49700956937799,3344,382000,186.76470588235293,106
